POPULATION,POP_CODE,GENO,SP,LAT,LON,ELEV,STATE,NEW_CODE,BEAVER,TAM,ELEVWC,Prec,precwetmo,precdrymo,precCoV,precwetqtr,precdryqtr,precwarmqtr,preccoldqtr,MAT,MDR,MAXT,MINT,CART,MWET,MDRY,MWAR,MCOL
CalfCreek,CALF,CALF102,POFR,37.794,-111.414,1624,UT,CEW-CAF,,,1649,197,30,8,33,73,34,60,41,11.1,15.6,32.9,-8.3,41.2,21.7,15.3,22.5,-0.1
CalfCreek,CALF,CALF103,POFR,37.794,-111.414,1624,UT,CEW-CAF,,,1649,197,30,8,33,73,34,60,41,11.1,15.6,32.9,-8.3,41.2,21.7,15.3,22.5,-0.1
CalfCreek,CALF,CALF104,POFR,37.794,-111.414,1624,UT,CEW-CAF,,,1649,197,30,8,33,73,34,60,41,11.1,15.6,32.9,-8.3,41.2,21.7,15.3,22.5,-0.1
CalfCreek,CALF,CALF105,POFR,37.794,-111.414,1624,UT,CEW-CAF,,,1649,197,30,8,33,73,34,60,41,11.1,15.6,32.9,-8.3,41.2,21.7,15.3,22.5,-0.1
CalfCreek,CALF,CALF107,POFR,37.794,-111.414,1624,UT,CEW-CAF,,,1649,197,30,8,33,73,34,60,41,11.1,15.6,32.9,-8.3,41.2,21.7,15.3,22.5,-0.1
CalfCreek,CALF,CALF109,POFR,37.794,-111.414,1624,UT,CEW-CAF,,,1649,197,30,8,33,73,34,60,41,11.1,15.6,32.9,-8.3,41.2,21.7,15.3,22.5,-0.1
CalfCreek,CALF,CALF110,POFR,37.794,-111.414,1624,UT,CEW-CAF,,,1649,197,30,8,33,73,34,60,41,11.1,15.6,32.9,-8.3,41.2,21.7,15.3,22.5,-0.1
CalfCreek,CALF,CALF111,POFR,37.794,-111.414,1624,UT,CEW-CAF,,,1649,197,30,8,33,73,34,60,41,11.1,15.6,32.9,-8.3,41.2,21.7,15.3,22.5,-0.1
CibecueCanyon,CBQ,CBQ1,POFR,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ10,POFR,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ11,POFR,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ1ASH,FRVE,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ2,POFR,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ271,,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ256,,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ2ASH,FRVE,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ3,POFR,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ3ASH,FRVE,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ4,POFR,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ4ASH,FRVE,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ5,POFR,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ5ASH,FRVE,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ6,POFR,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ6ASH,FRVE,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ7,POFR,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ7ASH,FRVE,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ8,POFR,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ8ASH,FRVE,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ9,POFR,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
CibecueCanyon,CBQ,CBQ9ASH,FRVE,33.8498,-110.5522,1012,AZ,CCS-CBQ,,,1089,400,66,8,47,152,33,124,112,16.1,17,35.8,-1.9,37.7,25.5,19.4,25.9,6.6
ChinoCanyon,CCO,CCO1,POFR,33.845,-116.598,562,CA,JTC-CCO,,,604,270,46,1,68,129,15,37,129,18.7,17,38.3,3.2,35.1,11.9,24.6,27.2,10.9
ChinoCanyon,CCO,CCO2,POFR,33.845,-116.598,562,CA,JTC-CCO,,,604,270,46,1,68,129,15,37,129,18.7,17,38.3,3.2,35.1,11.9,24.6,27.2,10.9
ChinoCanyon,CCO,CCO3,POFR,33.845,-116.598,562,CA,JTC-CCO,,,604,270,46,1,68,129,15,37,129,18.7,17,38.3,3.2,35.1,11.9,24.6,27.2,10.9
ChinoCanyon,CCO,CCO4,POFR,33.845,-116.598,562,CA,JTC-CCO,,,604,270,46,1,68,129,15,37,129,18.7,17,38.3,3.2,35.1,11.9,24.6,27.2,10.9
ChinoCanyon,CCO,CCO5,POFR,33.845,-116.598,562,CA,JTC-CCO,,,604,270,46,1,68,129,15,37,129,18.7,17,38.3,3.2,35.1,11.9,24.6,27.2,10.9
ChinoCanyon,CCO,CCO6,POFR,33.845,-116.598,562,CA,JTC-CCO,,,604,270,46,1,68,129,15,37,129,18.7,17,38.3,3.2,35.1,11.9,24.6,27.2,10.9
ChinoCanyon,CCO,CCO7,POFR,33.845,-116.598,562,CA,JTC-CCO,,,604,270,46,1,68,129,15,37,129,18.7,17,38.3,3.2,35.1,11.9,24.6,27.2,10.9
ChinoCanyon,CCO,CCO8,POFR,33.845,-116.598,562,CA,JTC-CCO,,,604,270,46,1,68,129,15,37,129,18.7,17,38.3,3.2,35.1,11.9,24.6,27.2,10.9
CaminoDelCerroTucson,CDCT,CDCT101,TARA,32.29516,-111.0379,672,AZ,,,Y,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
CaminoDelCerroTucson,CDCT,CDCT102,TARA,32.2944,-111.03822,679,AZ,,,Y,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
CaminoDelCerroTucson,CDCT,CDCT103,TARA,32.29372,-111.03792,677,AZ,,,Y,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
CaminoDelCerroTucson,CDCT,CDCT104,TARA,32.2932,-111.03764,675,AZ,,,Y,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
CaminoDelCerroTucson,CDCT,CDCT105,TARA,32.2932,-111.03764,675,AZ,,,Y,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
CaminoDelCerroTucson,CDCT,CDCT106,TARA,32.29186,-111.03703,677,AZ,,,Y,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
CaminoDelCerroTucson,CDCT,CDCT107,TARA,32.2913,-111.03666,676,AZ,,,Y,683,304,56,5,61,144,21,118,74,20.4,17.1,38.4,2.5,35.9,29.3,23.8,29.8,11.4
CaminoDelCerroTucson,CDCT,CDCT108,TARA,32.29041,-111.03598,676,AZ,,,Y,683,304,56,5,61,144,21,118,74,20.4,17.1,38.4,2.5,35.9,29.3,23.8,29.8,11.4
CaminoDelCerroTucson,CDCT,CDCT109,TARA,32.29182,-111.03651,670,AZ,,,Y,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
CibolaNationalRefuge,CI,CI72,SAEX,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CI,CI74,SAEX,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CI,CI76,SAEX,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CI,CI77,SAEX,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CI,CI78,SAEX,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CI,CI80,SAEX,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CI,CI84,SAEX,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CI,CI86,POFR,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CI,CI88,POFR,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CottonwoodCreekSearchlight,COSL,COSL501,TARA,35.4941,-114.68586,194,NV,,,,232,91,12,1,42,32,8,21,30,22.1,14.2,42.2,4.2,38,13.3,26.1,33.3,11.3
CottonwoodCreekSearchlight,COSL,COSL502,TARA,35.49429,-114.68504,195,NV,,,,232,91,12,1,42,32,8,21,30,22.1,14.2,42.2,4.2,38,13.3,26.1,33.3,11.3
CottonwoodCreekSearchlight,COSL,COSL503,TARA,35.49433,-114.68453,195,NV,,,,232,91,12,1,42,32,8,21,30,22.1,14.2,42.2,4.2,38,13.3,26.1,33.3,11.3
CottonwoodCreekSearchlight,COSL,COSL504,TARA,35.49442,-114.68439,194,NV,,,,232,91,12,1,42,32,8,21,30,22.1,14.2,42.2,4.2,38,13.3,26.1,33.3,11.3
CottonwoodCreekSearchlight,COSL,COSL505,TARA,35.49432,-114.68388,194,NV,,,,232,91,12,1,42,32,8,21,30,22.1,14.2,42.2,4.2,38,13.3,26.1,33.3,11.3
CottonwoodCreekSearchlight,COSL,COSL506,TARA,35.49451,-114.68373,193,NV,,,,232,91,12,1,42,32,8,21,30,22.1,14.2,42.2,4.2,38,13.3,26.1,33.3,11.3
CottonwoodCreekSearchlight,COSL,COSL507,TARA,35.49476,-114.68367,192,NV,,,,232,91,12,1,42,32,8,21,30,22.1,14.2,42.2,4.2,38,13.3,26.1,33.3,11.3
CottonwoodCreekSearchlight,COSL,COSL508,TARA,35.49476,-114.6835,192,NV,,,,232,91,12,1,42,32,8,21,30,22.1,14.2,42.2,4.2,38,13.3,26.1,33.3,11.3
CottonwoodCreekSearchlight,COSL,COSL509,TARA,35.49516,-114.68339,192,NV,,,,232,91,12,1,42,32,8,21,30,22.1,14.2,42.2,4.2,38,13.3,26.1,33.3,11.3
CibolaNationalRefuge,CR,CR101,,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR102,POFR,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR103,POFR,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR110,,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR111,,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR418,POFR,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR483,,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR78,,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR76,,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR74,,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR80,,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR81,POFR,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR82,POFR,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR83,,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR84,POFR,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR85,POFR,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR86,POFR,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR87,POFR,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR88,POFR,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR89,POFR,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CibolaNationalRefuge,CR,CR94,SAEX,33.3621,-114.6976,70,AZ,CCR-COL,,Y,70,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.6,37.5,29,26.1,32.8,12.9
CampVerdeClearCreekCampground,CVC,CVC250,POFR,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC262,POFR,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC265,POFR,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC266,POFR,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC267,POFR,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC269,POFR,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC270,POFR,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC271,POFR,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC272,POFR,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC276,POFR,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC277,,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC278,POFR,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC281,POFR,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC283,POFR,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC284,,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC285,,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC286,SAGO,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC287,POFR,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC429,FRVE,34.51855,-111.77222,975,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC430,FRVE,34.51846,-111.77257,981,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC431,FRVE,34.51869,-111.77238,970,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC432,POFR,34.5188,-111.77258,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC433,CHLI,34.51883,-111.77282,971,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC434,POFR,34.51889,-111.77277,984,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC435,POFR,34.51886,-111.77331,965,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC436,FRVE,34.51883,-111.77332,975,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC437,FRVE,34.51885,-111.77393,971,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC438,FRVE,34.51862,-111.77399,972,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC439,FRVE,34.51888,-111.77441,971,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC440,SAGO,34.51893,-111.77444,965,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC441,SAGO,34.51894,-111.77437,960,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC442,SAEX,34.51914,-111.7748,965,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC443,POFR,34.51908,-111.77469,969,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC444,POFR,34.51946,-111.77463,978,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC445,FRVE,34.51906,-111.77496,973,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC446,SAEX,34.51907,-111.77489,976,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC447,FRVE,34.51888,-111.77521,958,AZ,CCC-CVC,,Y,970,399,56,8,40,142,38,108,112,16.8,19.2,37.9,-1.5,39.4,26.2,19.9,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC448,POFR,34.51881,-111.77519,970,AZ,CCC-CVC,,Y,970,399,56,8,40,142,38,108,112,16.8,19.2,37.9,-1.5,39.4,26.2,19.9,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC449,SAGO,34.51887,-111.77547,972,AZ,CCC-CVC,,Y,970,399,56,8,40,142,38,108,112,16.8,19.2,37.9,-1.5,39.4,26.2,19.9,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC450,POFR,34.51915,-111.77547,978,AZ,CCC-CVC,,Y,970,399,56,8,40,142,38,108,112,16.8,19.2,37.9,-1.5,39.4,26.2,19.9,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC451,SAGO,34.51923,-111.77591,977,AZ,CCC-CVC,,Y,970,399,56,8,40,142,38,108,112,16.8,19.2,37.9,-1.5,39.4,26.2,19.9,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC452,SAGO,34.51958,-111.77645,984,AZ,CCC-CVC,,Y,970,399,56,8,40,142,38,108,112,16.8,19.2,37.9,-1.5,39.4,26.2,19.9,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC453,SAGO,34.51916,-111.77664,967,AZ,CCC-CVC,,Y,970,399,56,8,40,142,38,108,112,16.8,19.2,37.9,-1.5,39.4,26.2,19.9,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC454,POFR,34.51882,-111.77476,971,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
CampVerdeClearCreekCampground,CVC,CVC455,SAGO,34.51876,-111.77436,964,AZ,CCC-CVC,,Y,975,399,56,8,40,142,38,108,112,16.8,19.1,38,-1.4,39.4,26.3,19.8,26.7,7.7
